净值日期,单位净值,日增长率
2022-05-09,0.6806,-0.74
2022-05-10,0.7069,3.86
2022-05-11,0.7217,2.09
2022-05-12,0.7321,1.44
2022-05-13,0.73,-0.29
2022-05-16,0.7231,-0.95
2022-05-17,0.7476,3.39
2022-05-18,0.7482,0.08
2022-05-19,0.7632,2.0
2022-05-20,0.7597,-0.46
2022-05-23,0.7724,1.67
2022-05-24,0.7426,-3.86
2022-05-25,0.742,-0.08
2022-05-26,0.7336,-1.13
2022-05-27,0.7301,-0.48
2022-05-30,0.7411,1.51
2022-05-31,0.752,1.47
2022-06-01,0.7502,-0.24
2022-06-02,0.7804,4.03
2022-06-06,0.8011,2.65
2022-06-07,0.7885,-1.57
2022-06-08,0.7794,-1.15
2022-06-09,0.7508,-3.67
2022-06-10,0.7622,1.52
2022-06-13,0.7549,-0.96
2022-06-14,0.7347,-2.68
2022-06-15,0.7389,0.57
2022-06-16,0.7553,2.22
2022-06-17,0.7615,0.82
2022-06-20,0.7634,0.25
2022-06-21,0.76,-0.45
2022-06-22,0.7498,-1.34
2022-06-23,0.7896,5.31
2022-06-24,0.7957,0.77
2022-06-27,0.7974,0.21
2022-06-28,0.8145,2.14
2022-06-29,0.7869,-3.39
2022-06-30,0.8106,3.01
2022-07-01,0.8091,-0.19
2022-07-04,0.7958,-1.64
2022-07-05,0.7942,-0.2
2022-07-06,0.816,2.74
2022-07-07,0.8273,1.38
2022-07-08,0.8332,0.71
2022-07-11,0.8285,-0.56
2022-07-12,0.792,-4.41
2022-07-13,0.7874,-0.58
2022-07-14,0.8158,3.61
2022-07-15,0.8269,1.36
2022-07-18,0.8183,-1.04
2022-07-19,0.8114,-0.84
2022-07-20,0.8168,0.67
2022-07-21,0.8321,1.87
2022-07-22,0.8343,0.26
2022-07-25,0.8243,-1.2
2022-07-26,0.8272,0.35
2022-07-27,0.8459,2.26
2022-07-28,0.8676,2.57
2022-07-29,0.8615,-0.7
2022-08-01,0.8763,1.72
2022-08-02,0.8914,1.72
2022-08-03,0.8897,-0.19
2022-08-04,0.8937,0.45
2022-08-05,0.9402,5.2
2022-08-08,0.9275,-1.35
2022-08-09,0.9425,1.62
2022-08-10,0.9569,1.53
2022-08-11,0.9673,1.09
2022-08-12,0.9275,-4.11
2022-08-15,0.9348,0.79
2022-08-16,0.9406,0.62
2022-08-17,0.9383,-0.24
2022-08-18,0.9655,2.9
2022-08-19,0.9363,-3.02
2022-08-22,0.9328,-0.37
2022-08-23,0.9318,-0.11
2022-08-24,0.8846,-5.07
2022-08-25,0.856,-3.23
2022-08-26,0.8481,-0.92
2022-08-29,0.8727,2.9
2022-08-30,0.8691,-0.41
2022-08-31,0.8294,-4.57
2022-09-01,0.8235,-0.71
2022-09-02,0.8391,1.89
2022-09-05,0.8497,1.26
2022-09-06,0.8712,2.53
2022-09-07,0.9059,3.98
2022-09-08,0.9026,-0.36
2022-09-09,0.8913,-1.25
2022-09-13,0.8903,-0.11
2022-09-14,0.8961,0.65
2022-09-15,0.8556,-4.52
2022-09-16,0.8606,0.58
2022-09-19,0.8451,-1.8
2022-09-20,0.8497,0.54
2022-09-21,0.8252,-2.88
2022-09-22,0.8435,2.22
2022-09-23,0.819,-2.9
2022-09-26,0.833,1.71
2022-09-27,0.8718,4.66
2022-09-28,0.8396,-3.69
2022-09-29,0.8485,1.06
2022-09-30,0.8132,-4.16
2022-10-10,0.7414,-8.83
2022-10-11,0.7291,-1.66
2022-10-12,0.773,6.02
2022-10-13,0.7711,-0.25
2022-10-14,0.7701,-0.13
2022-10-17,0.7914,2.77
2022-10-18,0.7871,-0.54
2022-10-19,0.7912,0.52
2022-10-20,0.8508,7.53
2022-10-21,0.846,-0.56
2022-10-24,0.8647,2.21
2022-10-25,0.8684,0.43
2022-10-26,0.8836,1.75
2022-10-27,0.8688,-1.67
2022-10-28,0.8686,-0.02
2022-10-31,0.8796,1.27
2022-11-01,0.8791,-0.06
2022-11-02,0.8725,-0.75
2022-11-03,0.8982,2.95
2022-11-04,0.901,0.31
2022-11-07,0.8692,-3.53
2022-11-08,0.8763,0.82
2022-11-09,0.8724,-0.45
2022-11-10,0.8419,-3.5
2022-11-11,0.8476,0.68
2022-11-14,0.8337,-1.64
2022-11-15,0.8789,5.42
2022-11-16,0.8637,-1.73
2022-11-17,0.8831,2.25
2022-11-18,0.8624,-2.34
2022-11-21,0.8628,0.05
2022-11-22,0.848,-1.72
2022-11-23,0.8372,-1.27
2022-11-24,0.83,-0.86
2022-11-25,0.8234,-0.8
2022-11-28,0.8168,-0.8
2022-11-29,0.8268,1.22
2022-11-30,0.8222,-0.56
2022-12-01,0.8317,1.16
2022-12-02,0.8264,-0.64
2022-12-05,0.8237,-0.33
2022-12-06,0.8388,1.83
2022-12-07,0.8281,-1.28
2022-12-08,0.8153,-1.55
2022-12-09,0.8256,1.26
2022-12-12,0.8511,3.09
2022-12-13,0.8398,-1.33
2022-12-14,0.8272,-1.5
2022-12-15,0.8392,1.45
2022-12-16,0.8169,-2.66
2022-12-19,0.7968,-2.46
2022-12-20,0.7962,-0.08
2022-12-21,0.7855,-1.34
2022-12-22,0.7744,-1.41
2022-12-23,0.7467,-3.58
2022-12-26,0.771,3.25
2022-12-27,0.7772,0.8
2022-12-28,0.7669,-1.33
2022-12-29,0.7643,-0.34
2022-12-30,0.7578,-0.85
2022-12-31,0.7577,-0.01
2023-01-03,0.7752,2.3
2023-01-04,0.7649,-1.33
2023-01-05,0.7727,1.02
2023-01-06,0.7716,-0.14
2023-01-09,0.7754,0.49
2023-01-10,0.7886,1.7
2023-01-11,0.7722,-2.08
2023-01-12,0.7715,-0.09
2023-01-13,0.768,-0.45
2023-01-16,0.7892,2.76
2023-01-17,0.8134,3.07
2023-01-18,0.8081,-0.65
2023-01-19,0.834,3.21
2023-01-20,0.8299,-0.49
2023-01-30,0.825,-0.59
2023-01-31,0.8052,-2.4
2023-02-01,0.8182,1.61
2023-02-02,0.8402,2.69
2023-02-03,0.8404,0.02
2023-02-06,0.8313,-1.08
2023-02-07,0.8352,0.47
2023-02-08,0.8222,-1.56
2023-02-09,0.8696,5.77
2023-02-10,0.8558,-1.59
2023-02-13,0.8733,2.04
2023-02-14,0.876,0.31
2023-02-15,0.8927,1.91
2023-02-16,0.8562,-4.09
2023-02-17,0.8237,-3.8
2023-02-20,0.8481,2.96
2023-02-21,0.8411,-0.83
2023-02-22,0.8451,0.48
2023-02-23,0.8376,-0.89
2023-02-24,0.8482,1.27
2023-02-27,0.8328,-1.82
2023-02-28,0.8403,0.9
2023-03-01,0.8611,2.48
2023-03-02,0.8514,-1.13
2023-03-03,0.8677,1.91
2023-03-06,0.8637,-0.46
2023-03-07,0.8315,-3.73
2023-03-08,0.8426,1.33
2023-03-09,0.856,1.59
2023-03-10,0.8487,-0.85
2023-03-13,0.8622,1.59
2023-03-14,0.8783,1.87
2023-03-15,0.8682,-1.15
2023-03-16,0.8504,-2.05
2023-03-17,0.8955,5.3
2023-03-20,0.9205,2.79
2023-03-21,0.9141,-0.7
2023-03-22,0.944,3.27
2023-03-23,0.9826,4.09
2023-03-24,0.9834,0.08
2023-03-27,0.9786,-0.49
2023-03-28,0.9512,-2.8
2023-03-29,0.984,3.45
2023-03-30,0.9791,-0.5
2023-03-31,0.992,1.32
2023-04-03,1.0508,5.93
2023-04-04,1.0697,1.8
2023-04-06,1.1019,3.01
2023-04-07,1.1249,2.09
2023-04-10,1.0762,-4.33
2023-04-11,1.0636,-1.17
2023-04-12,1.0873,2.23
2023-04-13,1.0397,-4.38
2023-04-14,1.0873,4.58
2023-04-17,1.0784,-0.82
2023-04-18,1.0899,1.07
2023-04-19,1.1189,2.66
2023-04-20,1.1828,5.71
2023-04-21,1.1161,-5.64
2023-04-24,1.1161,0.0
2023-04-25,1.1089,-0.65
2023-04-26,1.0573,-4.65
2023-04-27,1.0263,-2.93
2023-04-28,1.0677,4.03
2023-05-04,1.0247,-4.03
2023-05-05,0.9988,-2.53
2023-05-08,1.0019,0.31
2023-05-09,0.997,-0.49
2023-05-10,0.9669,-3.02
2023-05-11,0.9678,0.09
2023-05-12,0.9623,-0.57
2023-05-15,0.9664,0.43
2023-05-16,0.967,0.06
2023-05-17,0.9861,1.98
2023-05-18,1.0297,4.42
2023-05-19,1.0362,0.63
2023-05-22,1.014,-2.14
2023-05-23,0.9964,-1.74
2023-05-24,1.0048,0.84
2023-05-25,1.0408,3.58
2023-05-26,1.0724,3.04
2023-05-29,1.078,0.52
2023-05-30,1.1153,3.46
2023-05-31,1.1401,2.22
2023-06-01,1.1158,-2.13
2023-06-02,1.0958,-1.79
2023-06-05,1.1003,0.41
2023-06-06,1.0678,-2.95
2023-06-07,1.077,0.86
2023-06-08,1.0561,-1.94
2023-06-09,1.097,3.87
2023-06-12,1.1076,0.97
2023-06-13,1.1441,3.3
2023-06-14,1.1632,1.67
2023-06-15,1.1391,-2.07
2023-06-16,1.16,1.83
2023-06-19,1.1873,2.35
2023-06-20,1.1859,-0.12
2023-06-21,1.1233,-5.28
2023-06-26,1.0785,-3.99
2023-06-27,1.0781,-0.04
2023-06-28,1.0736,-0.42
2023-06-29,1.073,-0.06
2023-06-30,1.0847,1.09
2023-07-03,1.0804,-0.4
2023-07-04,1.1035,2.14
2023-07-05,1.0865,-1.54
2023-07-06,1.1029,1.51
2023-07-07,1.0774,-2.31
2023-07-10,1.0683,-0.84
2023-07-11,1.1067,3.59
2023-07-12,1.071,-3.23
2023-07-13,1.115,4.11
2023-07-14,1.1306,1.4
2023-07-17,1.1225,-0.72
2023-07-18,1.1024,-1.79
2023-07-19,1.0924,-0.91
2023-07-20,1.0501,-3.87
2023-07-21,1.0379,-1.16
2023-07-24,1.0391,0.12
2023-07-25,1.0489,0.94
2023-07-26,1.0291,-1.89
2023-07-27,1.0121,-1.65
2023-07-28,1.003,-0.9
2023-07-31,0.997,-0.6
2023-08-01,1.0034,0.64
2023-08-02,1.0018,-0.16
2023-08-03,0.9938,-0.8
2023-08-04,1.0034,0.97
2023-08-07,0.9977,-0.57
2023-08-08,0.99,-0.77
2023-08-09,0.9641,-2.62
2023-08-10,0.9613,-0.29
2023-08-11,0.9376,-2.47
2023-08-14,0.94,0.26
2023-08-15,0.9238,-1.72
2023-08-16,0.9029,-2.26
2023-08-17,0.9109,0.89
2023-08-18,0.8903,-2.26
2023-08-21,0.8869,-0.38
2023-08-22,0.9074,2.31
2023-08-23,0.8791,-3.12
2023-08-24,0.8971,2.05
2023-08-25,0.8571,-4.46
2023-08-28,0.8612,0.48
2023-08-29,0.8961,4.05
2023-08-30,0.9265,3.39
2023-08-31,0.9378,1.22
2023-09-01,0.9332,-0.49
2023-09-04,0.952,2.01
2023-09-05,0.9512,-0.08
2023-09-06,0.9719,2.18
2023-09-07,0.9467,-2.59
2023-09-08,0.9489,0.23
2023-09-11,0.9503,0.15
2023-09-12,0.9472,-0.33
2023-09-13,0.934,-1.39
2023-09-14,0.9172,-1.8
2023-09-15,0.9286,1.24
2023-09-18,0.9083,-2.19
2023-09-19,0.9024,-0.65
2023-09-20,0.898,-0.49
2023-09-21,0.8991,0.12
2023-09-22,0.9196,2.28
2023-09-25,0.9053,-1.56
2023-09-26,0.8994,-0.65
2023-09-27,0.8909,-0.95
2023-09-28,0.8993,0.94
2023-10-09,0.913,1.52
2023-10-10,0.9282,1.66
2023-10-11,0.9371,0.96
2023-10-12,0.9352,-0.2
2023-10-13,0.9471,1.27
2023-10-16,0.9245,-2.39
2023-10-17,0.9332,0.94
2023-10-18,0.9193,-1.49
2023-10-19,0.9263,0.76
2023-10-20,0.894,-3.49
2023-10-23,0.8599,-3.81
2023-10-24,0.8773,2.02
2023-10-25,0.8809,0.41
2023-10-26,0.8715,-1.07
2023-10-27,0.8999,3.26
2023-10-30,0.9303,3.38
2023-10-31,0.9336,0.35
2023-11-01,0.925,-0.92
2023-11-02,0.9099,-1.63
2023-11-03,0.9392,3.22
2023-11-06,0.9672,2.98
2023-11-07,0.9792,1.24
2023-11-08,0.9873,0.83
2023-11-09,0.968,-1.95
2023-11-10,0.9716,0.37
2023-11-13,0.9759,0.44
2023-11-14,1.0003,2.5
2023-11-15,0.9978,-0.25
2023-11-16,0.9836,-1.42
2023-11-17,0.9924,0.89
2023-11-20,0.9942,0.18
2023-11-21,0.9727,-2.16
2023-11-22,0.9551,-1.81
2023-11-23,0.9661,1.15
2023-11-24,0.9401,-2.69
2023-11-27,0.9603,2.15
2023-11-28,0.9652,0.51
2023-11-29,0.9657,0.05
2023-11-30,0.9606,-0.53
2023-12-01,0.9671,0.68
2023-12-04,0.9664,-0.07
2023-12-05,0.9367,-3.07
2023-12-06,0.9432,0.69
2023-12-07,0.9373,-0.63
2023-12-08,0.9656,3.02
2023-12-11,0.977,1.18
2023-12-12,0.9722,-0.49
2023-12-13,0.9554,-1.73
2023-12-14,0.9518,-0.38
2023-12-15,0.9399,-1.25
2023-12-18,0.9218,-1.93
2023-12-19,0.9301,0.9
2023-12-20,0.9177,-1.33
2023-12-21,0.9266,0.97
2023-12-22,0.913,-1.47
2023-12-25,0.9045,-0.93
2023-12-26,0.8838,-2.29
2023-12-27,0.8995,1.78
2023-12-28,0.9067,0.8
2023-12-29,0.9261,2.14
2023-12-31,0.926,-0.01
2024-01-02,0.9018,-2.61
2024-01-03,0.8839,-1.98
2024-01-04,0.8827,-0.14
2024-01-05,0.8624,-2.3
2024-01-08,0.8336,-3.34
2024-01-09,0.8308,-0.34
2024-01-10,0.821,-1.18
2024-01-11,0.8362,1.85
2024-01-12,0.818,-2.18
2024-01-15,0.8246,0.81
2024-01-16,0.8162,-1.02
2024-01-17,0.7973,-2.32
2024-01-18,0.8101,1.61
2024-01-19,0.8019,-1.01
2024-01-22,0.7677,-4.26
2024-01-23,0.7828,1.97
2024-01-24,0.7731,-1.24
2024-01-25,0.7983,3.26
2024-01-26,0.7659,-4.06
2024-01-29,0.7445,-2.79
2024-01-30,0.724,-2.75
2024-01-31,0.6956,-3.92
2024-02-01,0.7135,2.57
2024-02-02,0.6835,-4.2
2024-02-05,0.6476,-5.25
2024-02-06,0.6913,6.75
2024-02-07,0.6998,1.23
2024-02-08,0.7392,5.63
2024-02-19,0.7776,5.19
2024-02-20,0.7752,-0.31
2024-02-21,0.7633,-1.54
2024-02-22,0.7864,3.03
2024-02-23,0.7949,1.08
2024-02-26,0.8142,2.43
2024-02-27,0.8567,5.22
2024-02-28,0.7946,-7.25
2024-02-29,0.8389,5.58
2024-03-01,0.8607,2.6
2024-03-04,0.8789,2.11
2024-03-05,0.8671,-1.34
2024-03-06,0.8579,-1.06
2024-03-07,0.8352,-2.65
2024-03-08,0.8738,4.62
2024-03-11,0.8901,1.87
2024-03-12,0.8809,-1.03
2024-03-13,0.8876,0.76
2024-03-14,0.8789,-0.98
2024-03-15,0.8892,1.17
2024-03-18,0.9238,3.89
2024-03-19,0.9128,-1.19
2024-03-20,0.9211,0.91
2024-03-21,0.9293,0.89
2024-03-22,0.9177,-1.25
2024-03-25,0.8827,-3.81
2024-03-26,0.8717,-1.25
2024-03-27,0.8349,-4.22
2024-03-28,0.8534,2.22
2024-03-29,0.8634,1.17
2024-04-01,0.8742,1.25
2024-04-02,0.8611,-1.5
2024-04-03,0.8542,-0.8
2024-04-08,0.8309,-2.73
2024-04-09,0.8371,0.75
2024-04-10,0.8066,-3.64
2024-04-11,0.8046,-0.25
2024-04-12,0.8167,1.5
2024-04-15,0.8032,-1.65
2024-04-16,0.7663,-4.59
2024-04-17,0.8161,6.5
2024-04-18,0.8179,0.22
2024-04-19,0.7983,-2.4
2024-04-22,0.8013,0.38
2024-04-23,0.8023,0.12
2024-04-24,0.8285,3.27
2024-04-25,0.8307,0.27
2024-04-26,0.8558,3.02
2024-04-29,0.8802,2.85
2024-04-30,0.8709,-1.06
2024-05-06,0.8771,0.71
2024-05-07,0.8703,-0.78
2024-05-08,0.8581,-1.4
2024-05-09,0.8731,1.75
2024-05-10,0.8456,-3.15
2024-05-13,0.8311,-1.71
2024-05-14,0.8313,0.02
2024-05-15,0.8305,-0.1
2024-05-16,0.8306,0.01
2024-05-17,0.8418,1.35
2024-05-20,0.8524,1.26
2024-05-21,0.8439,-1.0
2024-05-22,0.8445,0.07
2024-05-23,0.8313,-1.56
2024-05-24,0.8031,-3.39
2024-05-27,0.8277,3.06
2024-05-28,0.8233,-0.53
2024-05-29,0.8208,-0.3
2024-05-30,0.8354,1.78
2024-05-31,0.8413,0.71
2024-06-03,0.8607,2.31
2024-06-04,0.8539,-0.79
2024-06-05,0.847,-0.81
2024-06-06,0.8396,-0.87
2024-06-07,0.8353,-0.51
2024-06-11,0.8644,3.48
2024-06-12,0.8693,0.57
2024-06-13,0.8777,0.97
2024-06-14,0.8784,0.08
2024-06-17,0.8932,1.68
2024-06-18,0.8949,0.19
2024-06-19,0.9016,0.75
2024-06-20,0.9004,-0.13
2024-06-21,0.9041,0.41
2024-06-24,0.8796,-2.71
2024-06-25,0.8495,-3.42
2024-06-26,0.8736,2.84
2024-06-27,0.8658,-0.89
2024-06-28,0.875,1.06
2024-06-30,0.8749,-0.01
2024-07-01,0.8814,0.74
2024-07-02,0.862,-2.2
2024-07-03,0.8724,1.21
2024-07-04,0.8569,-1.78
2024-07-05,0.8562,-0.08
2024-07-08,0.8527,-0.41
2024-07-09,0.8901,4.39
2024-07-10,0.8947,0.52
2024-07-11,0.9053,1.18
2024-07-12,0.9056,0.03
2024-07-15,0.9099,0.47
2024-07-16,0.933,2.54
2024-07-17,0.9122,-2.23
2024-07-18,0.9077,-0.49
2024-07-19,0.9204,1.4
2024-07-22,0.9246,0.46
2024-07-23,0.884,-4.39
2024-07-24,0.8769,-0.8
2024-07-25,0.8592,-2.02
2024-07-26,0.8623,0.36
2024-07-29,0.8516,-1.24
2024-07-30,0.856,0.52
2024-07-31,0.8847,3.35
2024-08-01,0.8846,-0.01
2024-08-02,0.8481,-4.13
2024-08-05,0.7966,-6.07
2024-08-06,0.8062,1.21
2024-08-07,0.7964,-1.22
2024-08-08,0.7987,0.29
2024-08-09,0.8066,0.99
2024-08-12,0.8053,-0.16
2024-08-13,0.8137,1.04
2024-08-14,0.8064,-0.9
2024-08-15,0.8057,-0.09
2024-08-16,0.8135,0.97
2024-08-19,0.815,0.18
2024-08-20,0.8036,-1.4
2024-08-21,0.8042,0.07
2024-08-22,0.7979,-0.78
2024-08-23,0.7952,-0.34
2024-08-26,0.7905,-0.59
2024-08-27,0.7769,-1.72
2024-08-28,0.7763,-0.08
2024-08-29,0.78,0.48
2024-08-30,0.8098,3.82
2024-09-02,0.7795,-3.74
2024-09-03,0.7814,0.24
2024-09-04,0.7698,-1.48
2024-09-05,0.7655,-0.56
2024-09-06,0.7489,-2.17
2024-09-09,0.7467,-0.29
2024-09-10,0.7552,1.14
2024-09-11,0.753,-0.29
2024-09-12,0.7471,-0.78
2024-09-13,0.7555,1.12
2024-09-18,0.7445,-1.46
2024-09-19,0.7389,-0.75
2024-09-20,0.7375,-0.19
2024-09-23,0.7361,-0.19
2024-09-24,0.7763,5.46
2024-09-25,0.7733,-0.39
2024-09-26,0.805,4.1
2024-09-27,0.8548,6.19
2024-09-30,0.9848,15.21
2024-10-08,1.143,16.06
2024-10-09,1.117,-2.27
2024-10-10,1.0622,-4.91
2024-10-11,1.0063,-5.26
2024-10-14,1.0574,5.08
2024-10-15,1.0312,-2.48
2024-10-16,1.0034,-2.7
2024-10-17,1.0225,1.9
2024-10-18,1.1251,10.03
2024-10-21,1.1284,0.29
2024-10-22,1.1034,-2.22
2024-10-23,1.087,-1.49
2024-10-24,1.089,0.18
2024-10-25,1.0888,-0.02
2024-10-28,1.0821,-0.62
2024-10-29,1.066,-1.49
2024-10-30,1.0616,-0.41
2024-10-31,1.0756,1.32
2024-11-01,1.0215,-5.03
2024-11-04,1.0411,1.92
2024-11-05,1.0942,5.1
2024-11-06,1.1106,1.5
2024-11-07,1.1298,1.73
2024-11-08,1.1679,3.37
2024-11-11,1.2157,4.09
2024-11-12,1.1803,-2.91
2024-11-13,1.181,0.06
2024-11-14,1.133,-4.06
2024-11-15,1.077,-4.94
2024-11-18,1.0447,-3.0
2024-11-19,1.0838,3.74
2024-11-20,1.0983,1.34
2024-11-21,1.1042,0.54
2024-11-22,1.0568,-4.29
2024-11-25,1.04,-1.59
2024-11-26,1.0354,-0.44
2024-11-27,1.0644,2.8
2024-11-28,1.056,-0.79
2024-11-29,1.0758,1.88
2024-12-02,1.1146,3.61
2024-12-03,1.0997,-1.34
2024-12-04,1.0778,-1.99
2024-12-05,1.0863,0.79
2024-12-06,1.0981,1.09
2024-12-09,1.0702,-2.54
2024-12-10,1.0739,0.35
2024-12-11,1.0828,0.83
2024-12-12,1.0898,0.65
2024-12-13,1.0704,-1.78
2024-12-16,1.0588,-1.08
2024-12-17,1.0504,-0.79
2024-12-18,1.0747,2.31
2024-12-19,1.0975,2.12
2024-12-20,1.1379,3.68
2024-12-23,1.0953,-3.74
2024-12-24,1.1016,0.58
2024-12-25,1.1078,0.56
2024-12-26,1.151,3.9
2024-12-27,1.1339,-1.49
2024-12-30,1.13,-0.34
2024-12-31,1.0805,-4.38
2025-01-02,1.0576,-2.12
2025-01-03,1.0198,-3.57
2025-01-06,1.0156,-0.41
2025-01-07,1.0883,7.16
2025-01-08,1.1128,2.25
2025-01-09,1.1169,0.37
2025-01-10,1.106,-0.98
2025-01-13,1.1158,0.89
2025-01-14,1.1524,3.28
2025-01-15,1.1463,-0.53
2025-01-16,1.135,-0.99
2025-01-17,1.1483,1.17
2025-01-20,1.1505,0.19
2025-01-21,1.1723,1.89
2025-01-22,1.1787,0.55
2025-01-23,1.1635,-1.29
2025-01-24,1.185,1.85
2025-01-27,1.1311,-4.55
2025-02-05,1.1206,-0.93
2025-02-06,1.1671,4.15
2025-02-07,1.1782,0.95
2025-02-10,1.1985,1.72
2025-02-11,1.2016,0.26
2025-02-12,1.2131,0.96
2025-02-13,1.1707,-3.5
2025-02-14,1.154,-1.43
2025-02-17,1.1792,2.18
2025-02-18,1.157,-1.88
2025-02-19,1.1961,3.38
2025-02-20,1.1865,-0.8
2025-02-21,1.2488,5.25
2025-02-24,1.2566,0.62
2025-02-25,1.266,0.75
2025-02-26,1.2881,1.75
2025-02-27,1.2727,-1.2
2025-02-28,1.2006,-5.67
2025-03-03,1.1774,-1.93
2025-03-04,1.2155,3.24
2025-03-05,1.22,0.37
2025-03-06,1.253,2.7
2025-03-07,1.2333,-1.57
2025-03-10,1.2473,1.14
2025-03-11,1.2335,-1.11
2025-03-12,1.2403,0.55
2025-03-13,1.2013,-3.14
2025-03-14,1.2301,2.4
2025-03-17,1.2485,1.5
2025-03-18,1.2506,0.17
2025-03-19,1.2233,-2.18
2025-03-20,1.2128,-0.86
2025-03-21,1.1725,-3.32
2025-03-24,1.1783,0.49
2025-03-25,1.1442,-2.89
2025-03-26,1.1478,0.31
2025-03-27,1.1659,1.58
2025-03-28,1.1481,-1.53
2025-03-31,1.1614,1.16
2025-04-01,1.1602,-0.1
2025-04-02,1.1581,-0.18
2025-04-03,1.1391,-1.64
2025-04-07,1.0192,-10.53
2025-04-08,1.0016,-1.73
2025-04-09,1.0423,4.06
2025-04-10,1.046,0.35
2025-04-11,1.1147,6.57
2025-04-14,1.1387,2.15
2025-04-15,1.1397,0.09
2025-04-16,1.146,0.55
2025-04-17,1.1775,2.75
2025-04-18,1.1599,-1.49
2025-04-21,1.1645,0.4
2025-04-22,1.1581,-0.55
2025-04-23,1.1553,-0.24
2025-04-24,1.1382,-1.48
2025-04-25,1.1268,-1.0
2025-04-28,1.1323,0.49
2025-04-29,1.1419,0.85
2025-04-30,1.1548,1.13
2025-05-06,1.1696,1.28
2025-05-07,1.1566,-1.11
2025-05-08,1.1529,-0.32
2025-05-09,1.1245,-2.46
2025-05-12,1.1316,0.63
2025-05-13,1.1297,-0.17
2025-05-14,1.1307,0.09
2025-05-15,1.1032,-2.43
2025-05-16,1.1068,0.33
2025-05-19,1.1067,-0.01
2025-05-20,1.1118,0.46
2025-05-21,1.0958,-1.44
2025-05-22,1.087,-0.8
2025-05-23,1.0642,-2.1
2025-05-26,1.0798,1.47
2025-05-27,1.0613,-1.71
2025-05-28,1.0665,0.49
2025-05-29,1.0839,1.63
2025-05-30,1.0644,-1.8
2025-06-03,1.0712,0.64
2025-06-04,1.0816,0.97
2025-06-05,1.1353,4.96
2025-06-06,1.1354,0.01
2025-06-09,1.1369,0.13
2025-06-10,1.121,-1.4
2025-06-11,1.1233,0.21
2025-06-12,1.1199,-0.3
2025-06-13,1.1148,-0.46
2025-06-16,1.1259,1.0
2025-06-17,1.1263,0.04
2025-06-18,1.1563,2.66
2025-06-19,1.1528,-0.3
2025-06-20,1.1459,-0.6
2025-06-23,1.1625,1.45
2025-06-24,1.1798,1.49
2025-06-25,1.2039,2.04
2025-06-26,1.1897,-1.18
2025-06-27,1.1943,0.39
2025-06-30,1.2133,1.59
2025-07-01,1.2055,-0.64
2025-07-02,1.1783,-2.26
2025-07-03,1.1841,0.49
2025-07-04,1.1871,0.25
2025-07-07,1.1801,-0.59
2025-07-08,1.2043,2.05
